"","EIR","ft","S","D","A","T","phi","b","m","Sv","Ev","Iv","a","cA","cD","cT","n","mu","rD","rA","rT_S","rT_R"
"95",0.75,0.5,0.849333782074002,0.00219506688293037,0.146276084160137,0.00219506688293037,0.731386732372293,0.586817531916873,1.52588228939083,0.983561979787085,0.0120468447196173,0.00439117549329787,0.306666666666667,0.0478363629113864,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"96",1,0.5,0.808182507971765,0.00274048349354199,0.186336525041151,0.00274048349354199,0.688709862276338,0.5841584257663,1.65388957637721,0.979778993492034,0.0148192618284072,0.00540174467955898,0.306666666666667,0.046358159357663,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"97",1.5,0.5,0.73425191455565,0.00352685608867489,0.258694373267,0.00352685608867489,0.599488280222808,0.57669061244688,1.88546127947994,0.973393795790435,0.0194987478138779,0.00710745639568733,0.306666666666667,0.0442593920470142,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"98",2,0.5,0.671413670638676,0.00401681612491024,0.320552697111504,0.00401681612491024,0.521446273510042,0.566889347201648,2.10268778387067,0.96818994037639,0.0233124697405051,0.00849758988310477,0.306666666666667,0.0429962381692223,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"99",2.5,0.5,0.618828373141339,0.00432186262225893,0.372527901614143,0.00432186262225893,0.458327208318407,0.555492763474353,2.31521595659629,0.963887481217359,0.0264655901728924,0.00964692860974814,0.306666666666667,0.0422510602481163,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"100",3,0.5,0.574879312092451,0.00451151944404778,0.416097649019453,0.00451151944404778,0.407870006391506,0.543211689408894,2.5266080943116,0.960290661662952,0.0291015722495164,0.0106077660875314,0.306666666666667,0.0418059215845109,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"101",3.5,0.5,0.537877077878111,0.00462705207270001,0.452868817976489,0.00462705207270001,0.367137270639135,0.530638115041674,2.73811570555509,0.957251042617242,0.0313292017435896,0.0114197556391682,0.306666666666667,0.041531479285197,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"102",4,0.5,0.506370930358922,0.00469370267284149,0.484241664295395,0.00469370267284149,0.333730442006444,0.518213557522305,2.9500970227166,0.954654627790398,0.0332320225116364,0.012113349697966,0.306666666666667,0.0413539369553442,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"103",4.5,0.5,0.479207023563593,0.00472754588010819,0.51133788467619,0.00472754588010819,0.305878224193438,0.506236394337482,3.16257362972624,0.95241378664558,0.0348742558805756,0.0127119574738444,0.306666666666667,0.0412312543427196,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"104",5,0.5,0.455495817372287,0.00473915442009569,0.535025873787522,0.00473915442009569,0.282301503716794,0.494887551283733,3.37545437657093,0.950461022196728,0.0363053680087156,0.0132336097945567,0.306666666666667,0.0411393119561789,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"105",6,0.5,0.415878291977546,0.00472185760269991,0.574677992817054,0.00472185760269991,0.244512936585071,0.474387778565875,3.80197558174357,0.947222209346157,0.0386789796104385,0.0140988110434049,0.306666666666667,0.0409979667912309,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"106",7,0.5,0.383789068558697,0.00467586322163816,0.606859204998027,0.00467586322163816,0.215485708771308,0.456855286638858,4.22889201394582,0.944641957647617,0.0405699549923411,0.0147880873600422,0.306666666666667,0.0408759881086791,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"107",8,0.5,0.356998562711074,0.00461750148463307,0.63376643431966,0.00461750148463307,0.192427339683931,0.442010393857869,4.65571878804439,0.942533793968379,0.0421149537305322,0.0153512523010889,0.306666666666667,0.0407569145032387,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"108",9,0.5,0.33411541601403,0.00455472972153376,0.656775124542902,0.00455472972153376,0.173632054774763,0.42945470989594,5.08219906503273,0.940775675424179,0.0434034167465354,0.0158209078292854,0.306666666666667,0.0406370760651362,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"109",10,0.5,0.314228681148975,0.00449139947016607,0.676788519910693,0.00449139947016607,0.157996969910667,0.418797989916085,5.50821916810209,0.939284710962392,0.0444960919666028,0.0162191970710053,0.306666666666667,0.040516861314203,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"110",15,0.5,0.242973284664264,0.00420181539405042,0.748623084547635,0.00420181539405042,0.107391908729956,0.384053807709584,7.63161044647098,0.934266865187977,0.0481734939948511,0.0175596408171716,0.306666666666667,0.0399513660768504,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"111",20,0.5,0.198038990836256,0.00395855009570163,0.79404390897234,0.00395855009570163,0.0796598948863824,0.365654828367438,9.74870472679562,0.931389219748429,0.0502824187509548,0.0183283615006159,0.306666666666667,0.0394861475673601,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"112",30,0.5,0.143975099594166,0.00356424638393284,0.848896407637968,0.00356424638393284,0.0503205800119148,0.347184743613193,13.987977992487,0.928274168206419,0.0525653300586508,0.01916050173493,0.306666666666667,0.038803148641631,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"113",50,0.5,0.0924718595595535,0.00304800191228324,0.90143213661588,0.00304800191228324,0.0269097034550154,0.332770437705966,22.543120141764,0.925823684394461,0.0543612031375387,0.0198151124679998,0.306666666666667,0.0379544510426655,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"114",100,0.5,0.0486904389798077,0.00257757860955592,0.94615440380108,0.00257757860955592,0.0117348711461859,0.322352540033181,44.2996241634754,0.92450655616407,0.0553264799203766,0.020166963915553,0.306666666666667,0.0369049949285001,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"115",200,0.5,0.0252899561641177,0.00259337249309466,0.969523298849693,0.00259337249309466,0.00599788155026039,0.317284102412452,88.4800875826443,0.924404885209582,0.0554009909737366,0.0201941238166814,0.306666666666667,0.0360668149805976,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"116",0.25,0.6,0.950041799962326,0.000634247801466491,0.0483725805340075,0.000951371702199736,0.786313766064497,0.589759742553586,1.39076094578637,0.993988306906966,0.0044057576433002,0.00160593544973365,0.306666666666667,0.0525012853365039,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"117",0.5,0.6,0.906514900388016,0.00123136105035291,0.0904066969861013,0.00184704157552936,0.765827799655238,0.588689303395103,1.57896437593406,0.989409731974606,0.00776123357853097,0.0028290344468629,0.306666666666667,0.0495936755109075,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"118",0.75,0.6,0.866200133695589,0.0017560535063443,0.12940973253855,0.00263408025951645,0.731386732372293,0.586817531916873,1.73079529981064,0.98550811646052,0.0106205898541072,0.00387129368537303,0.306666666666667,0.0475486275240798,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"119",1,0.6,0.827755872981727,0.00219238679483359,0.166763160031189,0.00328858019225039,0.688709862276338,0.5841584257663,1.86119375335445,0.982031257182598,0.0131686572789285,0.00480008553847337,0.306666666666667,0.0459082671897405,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"120",1.5,0.6,0.756398711721735,0.00282148487093991,0.236547576100915,0.00423222730640987,0.599488280222808,0.57669061244688,2.08849549862152,0.97598033231856,0.017603166502239,0.00641650117920079,0.306666666666667,0.0435857888225015,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"121",2,0.6,0.694023739705182,0.00321345289992819,0.297942628044998,0.00482017934989229,0.521446273510042,0.566889347201648,2.29767289030727,0.970889405512454,0.0213341270387098,0.00777646744883598,0.306666666666667,0.0422340597115796,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"122",2.5,0.6,0.640978296794242,0.00345749009780715,0.35037797796124,0.00518623514671072,0.458327208318407,0.555492763474353,2.50221218974869,0.966586255130166,0.0244877540442213,0.00892599082561314,0.306666666666667,0.0414767496217479,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"123",3,0.6,0.596198394258651,0.00360921555523823,0.394778566853253,0.00541382333285734,0.407870006391506,0.543211689408894,2.7066433631919,0.962931970636935,0.0271658501458838,0.00990217921718148,0.306666666666667,0.0410540453832412,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"124",3.5,0.6,0.558241927757995,0.00370164165816001,0.432503968096605,0.00555246248724001,0.367137270639135,0.530638115041674,2.91230821803653,0.959807965763751,0.0294553230339271,0.0107367112023222,0.306666666666667,0.0408155767866247,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"125",4,0.6,0.525768294235369,0.0037549621382732,0.464844300418948,0.00563244320740979,0.333730442006444,0.518213557522305,3.11942142098887,0.95711600662564,0.0314281648547992,0.0114558285195613,0.306666666666667,0.0406778591713163,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"126",4.5,0.6,0.49767170849489,0.00378203670408655,0.492873199744894,0.00567305505612983,0.305878224193438,0.506236394337482,3.32782464812863,0.954776792828359,0.0331424920679808,0.0120807151036606,0.306666666666667,0.0405945658758916,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"127",5,0.6,0.473081978043025,0.00379132353607656,0.517439713116783,0.00568698530411483,0.282301503716794,0.494887551283733,3.53726619332973,0.952727176780693,0.0346445833138389,0.0126282399054677,0.306666666666667,0.0405397995297044,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"128",6,0.6,0.431887091648353,0.00377748608215992,0.558669193146247,0.00566622912323989,0.244512936585071,0.474387778565875,3.95831840172346,0.949306788651231,0.0371512650274966,0.013541946321272,0.306666666666667,0.0404642249873954,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"129",7,0.6,0.398445099788724,0.00374069057731053,0.592203173767999,0.00561103586596579,0.215485708771308,0.456855286638858,4.38107250828576,0.946564869043159,0.0391607211131008,0.0142744098437406,0.306666666666667,0.040397004281814,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"130",8,0.6,0.370492237583959,0.00369400118770645,0.620272759446775,0.00554100178155968,0.192427339683931,0.442010393857869,4.8045975599576,0.944314483833395,0.0408099489903148,0.0148755671762902,0.306666666666667,0.0403235367943701,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"131",9,0.6,0.346603284594671,0.00364378377722701,0.644287255962262,0.00546567566584051,0.173632054774763,0.42945470989594,5.22836236287004,0.942431341575719,0.0421900374723416,0.0153786209519391,0.306666666666667,0.0402420420362391,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"132",10,0.6,0.325838926481854,0.00359311957613285,0.665178274577814,0.00538967936419928,0.157996969910667,0.418797989916085,5.65207892312732,0.940830069179436,0.0433635534835142,0.0158063773370498,0.306666666666667,0.0401544412654544,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"133",15,0.6,0.251469080739502,0.00336145231524033,0.740127288472397,0.0050421784728605,0.107391908729956,0.384053807709584,7.76716394668335,0.935414047938962,0.047332764254461,0.0172531878065774,0.306666666666667,0.0396986594600983,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"134",20,0.6,0.20462672538968,0.00316684007656131,0.787456174418917,0.00475026011484196,0.0796598948863824,0.365654828367438,9.87823980615791,0.93228892486183,0.0496230566347027,0.0180880185034675,0.306666666666667,0.039296255889657,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"135",30,0.6,0.148357046612167,0.00285139710714627,0.844514460619968,0.00427709566071941,0.0503205800119148,0.347184743613193,14.1082862454385,0.928885809433742,0.052117079795284,0.0189971107709744,0.306666666666667,0.0386816846918053,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"136",50,0.6,0.0949306696326282,0.00243840152982659,0.898973326542805,0.00365760229473988,0.0269097034550154,0.332770437705966,22.6527874745787,0.926182788928489,0.0540980281016461,0.019719182969865,0.306666666666667,0.0378888633739053,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"137",100,0.6,0.0498072920445096,0.00206206288764473,0.945037550736379,0.0030930943314671,0.0117348711461859,0.322352540033181,44.4069388068818,0.924688995040121,0.0551927769085701,0.0201182280513089,0.306666666666667,0.0368764440182683,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"138",200,0.6,0.0258732139102265,0.00207469799447573,0.968940041103584,0.00311204699171359,0.00599788155026039,0.317284102412452,88.6163582661605,0.924521132346844,0.0553157975505901,0.0201630701025664,0.306666666666667,0.0360526683093881,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"139",0.25,0.7,0.957242705028908,0.000475685851099868,0.0411716754674263,0.00110993365256636,0.786313766064497,0.589759742553586,1.63193935307393,0.994876753259184,0.00375464667566234,0.00136860006515343,0.306666666666667,0.0524678050752844,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"140",0.5,0.7,0.919324435360062,0.000923520787764679,0.0775971620140559,0.00215488183811759,0.765827799655238,0.588689303395103,1.84141918470386,0.990919147534362,0.00665503620012205,0.00242581626551546,0.306666666666667,0.0494225771018293,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"141",0.75,0.7,0.883066485317176,0.00131704012975822,0.112543380916963,0.00307309363610252,0.731386732372293,0.586817531916873,2.00051232054591,0.987461969787474,0.00918867972564612,0.00334935048688019,0.306666666666667,0.0471746494414116,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"142",1,0.7,0.847329237991689,0.00164429009612519,0.147189795021227,0.00383667689095878,0.688709862276338,0.5841584257663,2.12932284636183,0.984293921448069,0.0115104305152618,0.00419564803666956,0.306666666666667,0.0453386550431939,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"143",1.5,0.7,0.77854550888782,0.00211611365320493,0.21440077893483,0.00493759852414485,0.599488280222808,0.57669061244688,2.34205954792317,0.978580831612264,0.015697352372621,0.00572181601511531,0.306666666666667,0.0427726467121454,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"144",2,0.7,0.716633808771687,0.00241008967494614,0.275332558978492,0.00562354257487434,0.521446273510042,0.566889347201648,2.53400878701725,0.973604423111139,0.019344386486092,0.00705119040276859,0.306666666666667,0.0413459481772859,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"145",2.5,0.7,0.663128220447145,0.00259311757335536,0.328228054308337,0.00605060767116251,0.458327208318407,0.555492763474353,2.72347959325837,0.969300934023734,0.0224982617166266,0.0082008042596394,0.306666666666667,0.0405968859884468,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"146",3,0.7,0.617517476424851,0.00270691166642867,0.373459484687053,0.0063161272216669,0.407870006391506,0.543211689408894,2.9156218769126,0.965588838368717,0.0252187255779143,0.00919243605336841,0.306666666666667,0.0402151047018642,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"147",3.5,0.7,0.578606777637879,0.00277623124362001,0.412139118216721,0.00647787290178002,0.367137270639135,0.530638115041674,3.11139741696104,0.962379736202211,0.0275705632681318,0.0100497005296574,0.306666666666667,0.0400276271509936,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"148",4,0.7,0.545165658111816,0.0028162216037049,0.445446936542501,0.00657118374197809,0.333730442006444,0.518213557522305,3.31051034784923,0.959591351938702,0.0296140716594116,0.0107945764018866,0.306666666666667,0.0399415979510202,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"149",4.5,0.7,0.516136393426186,0.00283652752806491,0.474408514813598,0.00661856423215147,0.305878224193438,0.506236394337482,3.51236485286003,0.957152827283683,0.0314011802943608,0.0114459924219563,0.306666666666667,0.0399070544263337,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"150",5,0.7,0.490668138713763,0.00284349265205742,0.499853552446045,0.00663481618813397,0.282301503716794,0.494887551283733,3.71637168483458,0.955005426362689,0.0329749346218829,0.0120196390154277,0.306666666666667,0.03989690983234,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"151",6,0.7,0.44789589131916,0.00283311456161994,0.54266039347544,0.00661060064377987,0.244512936585071,0.474387778565875,4.12895069641509,0.95140172744167,0.0356159583434418,0.0129823142148882,0.306666666666667,0.0398979717271202,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"152",7,0.7,0.413101131018752,0.00280551793298289,0.577547142537971,0.00654620851029342,0.215485708771308,0.456855286638858,4.54539666725704,0.948496643890721,0.0377449915227719,0.0137583645865069,0.306666666666667,0.0398928666425234,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"153",8,0.7,0.383985912456843,0.00277050089077984,0.60677908457389,0.00646450207848629,0.192427339683931,0.442010393857869,4.96401301131369,0.946102781259986,0.0394993689367809,0.0143978498032331,0.306666666666667,0.0398701973337894,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"154",9,0.7,0.359091153175311,0.00273283783292026,0.631799387381621,0.00637662161014727,0.173632054774763,0.42945470989594,5.38381375203254,0.944093569939562,0.0409718489844101,0.0149345810760277,0.306666666666667,0.0398308382112503,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"155",10,0.7,0.337449171814733,0.00269483968209964,0.653568029244935,0.00628795925823249,0.157996969910667,0.418797989916085,5.80422803768621,0.942381119986607,0.0422268431020808,0.0153920369113117,0.306666666666667,0.0397787004985645,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"156",15,0.7,0.25996487681474,0.00252108923643025,0.73163149239716,0.00588254155167058,0.107391908729956,0.384053807709584,7.90799849000466,0.936564267311788,0.0464898090811212,0.0169459236070904,0.306666666666667,0.0394399391034395,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"157",20,0.7,0.211214459943103,0.00237513005742098,0.780868439865493,0.00554197013398229,0.0796598948863824,0.365654828367438,10.0115349197138,0.933190440515714,0.0489623676372457,0.0178471918470401,0.306666666666667,0.039103115472252,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"158",30,0.7,0.152738993630168,0.0021385478303597,0.840132513601967,0.00498994493750598,0.0503205800119148,0.347184743613193,14.2308443294439,0.929498255100325,0.0516682399867806,0.0188335049128939,0.306666666666667,0.0385589549374102,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"159",50,0.7,0.097389479705703,0.00182880114736994,0.89651451646973,0.00426720267719653,0.0269097034550154,0.332770437705966,22.7636106575115,0.926542163300562,0.0538346553109754,0.0196231813884624,0.306666666666667,0.0378229208866011,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"160",100,0.7,0.0509241451092115,0.00154654716573355,0.943920697671677,0.00360861005337828,0.0117348711461859,0.322352540033181,44.5148156845081,0.924871503176818,0.0550590231380811,0.0200694736851013,0.306666666666667,0.0368478270146903,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"161",200,0.7,0.0264564716563356,0.0015560234958568,0.968356783357475,0.00363072149033252,0.00599788155026039,0.317284102412452,88.753082735321,0.92463740783604,0.0552305833493116,0.0201320088146488,0.306666666666667,0.0360385050586668,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"162",0.25,0.8,0.964443610095489,0.000317123900733245,0.0339707704008451,0.00126849560293298,0.786313766064497,0.589759742553586,1.975055734476,0.995766788842512,0.00310237101664744,0.00113084014084088,0.306666666666667,0.0524201362121616,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"163",0.5,0.8,0.932133970332107,0.000615680525176453,0.0647876270420106,0.00246272210070581,0.765827799655238,0.588689303395103,2.20986351599494,0.992433172536376,0.00554546072420519,0.00202136673941861,0.306666666666667,0.0491838414809767,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"164",0.75,0.8,0.899932836938763,0.000878026753172149,0.0956770292953758,0.0035121070126886,0.731386732372293,0.586817531916873,2.37154891992492,0.9894235856976,0.00775108067401255,0.00282533362838764,0.306666666666667,0.0466688192463107,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"165",1,0.8,0.866902603001651,0.0010961933974168,0.127616430011265,0.00438477358966718,0.688709862276338,0.5841584257663,2.48965106839743,0.986567068649942,0.00984452117757369,0.00358841017248428,0.306666666666667,0.0445942010303904,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"166",1.5,0.8,0.800692306053905,0.00141074243546996,0.192253981768746,0.00564296974187982,0.599488280222808,0.57669061244688,2.66770651661793,0.981195469772039,0.0137811763671889,0.00502335386077245,0.306666666666667,0.0417715970226334,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"167",2,0.8,0.739243877838193,0.0016067264499641,0.252722489911986,0.00642690579985639,0.521446273510042,0.566889347201648,2.82642452101521,0.976335252090603,0.0173430583306742,0.00632168957872242,0.306666666666667,0.0402978813921836,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"168",2.5,0.8,0.685278144100048,0.00172874504890357,0.306078130655434,0.00691498019561429,0.458327208318407,0.555492763474353,2.98940767771922,0.972031824116327,0.0204968887735538,0.00747128711011893,0.306666666666667,0.0395883073723916,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"169",3,0.8,0.638836558591051,0.00180460777761911,0.352140402520853,0.00721843111047645,0.407870006391506,0.543211689408894,3.16115146809068,0.968261585477667,0.0232599635749921,0.00847845094734075,0.306666666666667,0.0392730475428091,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"170",3.5,0.8,0.598971627517763,0.00185082082908,0.391774268336837,0.00740328331632002,0.367137270639135,0.530638115041674,3.34114915535491,0.964966666807367,0.0256746931513489,0.00935864004128436,0.306666666666667,0.0391561780673211,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"171",4,0.8,0.564563021988263,0.0018774810691366,0.426049572666054,0.00750992427654639,0.333730442006444,0.518213557522305,3.52786449212644,0.962080956383647,0.027789528449642,0.0101295151667106,0.306666666666667,0.0391367427895109,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"172",4.5,0.8,0.534601078357482,0.00189101835204328,0.455943829882301,0.0075640734081731,0.305878224193438,0.506236394337482,3.71979549645982,0.959542156649084,0.0296501251504821,0.0108077182004341,0.306666666666667,0.0391623816834014,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"173",5,0.8,0.508254299384502,0.00189566176803828,0.482267391775307,0.00758264707215311,0.282301503716794,0.494887551283733,3.9157127693422,0.957296009874341,0.0312962468282944,0.0114077432973646,0.306666666666667,0.0392057583621171,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"174",6,0.8,0.463904690989967,0.00188874304107996,0.526651593804633,0.00755497216431985,0.244512936585071,0.474387778565875,4.31593546974978,0.953507212345804,0.0340729227849578,0.0124198648692377,0.306666666666667,0.0392961431749237,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"175",7,0.8,0.42775716224878,0.00187034528865526,0.562891111307944,0.00748138115462105,0.215485708771308,0.456855286638858,4.7233862630011,0.950437425572109,0.0363226611418912,0.0132399132859995,0.306666666666667,0.0393615403337385,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"176",8,0.8,0.397479587329728,0.00184700059385323,0.593285409701006,0.00738800237541291,0.192427339683931,0.442010393857869,5.13513075451845,0.947898795982238,0.0381831331496928,0.0139180708680692,0.306666666666667,0.0393954844262487,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"177",9,0.8,0.371579021755951,0.0018218918886135,0.619311518800981,0.00728756755445402,0.173632054774763,0.42945470989594,5.54947223009407,0.945762444696236,0.0397487895898035,0.0144887657139605,0.306666666666667,0.0394024510371543,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"178",10,0.8,0.349059417147611,0.00179655978806643,0.641957783912057,0.00718623915226571,0.157996969910667,0.418797989916085,5.96540778490585,0.943937928313967,0.0410859132373535,0.0149761584486796,0.306666666666667,0.0393888908616053,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"179",15,0.8,0.268460672889978,0.00168072615762017,0.723135696321922,0.00672290463048067,0.107391908729956,0.384053807709584,8.05442982799488,0.937717543137923,0.045644613941051,0.016637842921026,0.306666666666667,0.0391749877555466,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"180",20,0.8,0.217802194496527,0.00158342003828065,0.77428070531207,0.00633368015312262,0.0796598948863824,0.365654828367438,10.1487564740678,0.93409377400505,0.0483003464123596,0.0176058795825906,0.306666666666667,0.0389066422247915,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"181",30,0.8,0.157120940648169,0.00142569855357314,0.835750566583966,0.00570279421429254,0.0503205800119148,0.347184743613193,14.3557159429609,0.930111506760943,0.0512188094937029,0.0186696837453536,0.306666666666667,0.0384349394879303,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"182",50,0.8,0.0998482897787778,0.00121920076491329,0.894055706396656,0.00487680305965318,0.0269097034550154,0.332770437705966,22.8756080380261,0.926901807742578,0.0535710845955776,0.0195271076618442,0.306666666666667,0.0377566206936781,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"183",100,0.8,0.0520409981739135,0.00103103144382237,0.942803844606975,0.00412412577528947,0.0117348711461859,0.322352540033181,44.6232592206303,0.925054080603957,0.0549252185870731,0.0200207008089704,0.306666666666667,0.0368191436879979,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"184",200,0.8,0.0270397294024447,0.00103734899723786,0.967773525611366,0.00414939598895146,0.00599788155026039,0.317284102412452,88.8902632587275,0.92475371168597,0.0551453483634521,0.0201009399505778,0.306666666666667,0.0360243251992706,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"185",0.25,0.9,0.97164451516207,0.000158561950366623,0.026769865334264,0.0014270575532996,0.786313766064497,0.589759742553586,2.50205649661945,0.996658417592432,0.00244892778207871,0.000892654625489506,0.306666666666667,0.0523468342276677,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"186",0.5,0.9,0.944943505304153,0.000307840262588227,0.0519780920699652,0.00277056236329404,0.765827799655238,0.588689303395103,2.76474446649442,0.993951825875289,0.00443249330356466,0.00161568082114682,0.306666666666667,0.0488274817714353,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"187",0.75,0.9,0.91679918856035,0.000439013376586075,0.0788106776737888,0.00395112038927467,0.731386732372293,0.586817531916873,2.91419941080751,0.99139301043624,0.0063077588076282,0.00229923075613196,0.306666666666667,0.0459464841298671,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"188",1,0.9,0.886475968011613,0.000548096698708398,0.108043065001303,0.00493287028837558,0.688709862276338,0.5841584257663,2.99961253778796,0.98885078940494,0.00817086285606807,0.00297834773899228,0.306666666666667,0.0435798090234488,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"189",1.5,0.9,0.82283910321999,0.000705371217734978,0.170107184602661,0.0063483409596148,0.599488280222808,0.57669061244688,3.10128521216146,0.98382445844247,0.011854483379098,0.004321058178432,0.306666666666667,0.0405089957779355,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
