"","EIR","ft","S","D","A","T","phi","b","m","Sv","Ev","Iv","a","cA","cD","cT","n","mu","rD","rA","rT_S","rT_R"
"84",8,0.4,0.343504887838189,0.00554100178155968,0.647260109192545,0.00369400118770645,0.192427339683931,0.442010393857869,4.51636129659572,0.940760608479061,0.0434144587787197,0.0158249327422193,0.306666666666667,0.0411716205123313,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"85",9,0.4,0.32162754743339,0.00546567566584051,0.669262993123543,0.00364378377722701,0.173632054774763,0.42945470989594,4.94451224235936,0.939126491707743,0.0446120452728844,0.0162614630193729,0.306666666666667,0.0410168756759687,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"86",10,0.4,0.302618435816097,0.00538967936419928,0.688398765243571,0.00359311957613285,0.157996969910667,0.418797989916085,5.37198666244501,0.937744983394728,0.0456245039455334,0.0166305126597383,0.306666666666667,0.040866656673874,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"87",15,0.4,0.234477488589026,0.0050421784728605,0.757118880622873,0.00336145231524033,0.107391908729956,0.384053807709584,7.50104558991622,0.933122699722677,0.0490120124730796,0.0178652878042436,0.306666666666667,0.0401982662214006,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"88",20,0.4,0.191451256282833,0.00475026011484196,0.800631643525764,0.00316684007656131,0.0796598948863824,0.365654828367438,9.62277255563953,0.930491317977205,0.0509404592613873,0.0185682227614075,0.306666666666667,0.0396728717904063,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"89",30,0.4,0.139593152576165,0.00427709566071941,0.85327835465597,0.00285139710714627,0.0503205800119148,0.347184743613193,13.8698581891502,0.9276633298669,0.0530129919138903,0.0193236782192098,0.306666666666667,0.0389233662692158,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"90",50,0.4,0.0900130494864787,0.00365760229473988,0.903890946688955,0.00243840152982659,0.0269097034550154,0.332770437705966,22.4345906916399,0.925464849466045,0.054624180588997,0.0199109699449583,0.306666666666667,0.0380196867489703,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"91",100,0.4,0.0475735859151057,0.0030930943314671,0.947271256865783,0.00206206288764473,0.0117348711461859,0.322352540033181,44.1928673759243,0.924324186518839,0.0554601321953596,0.0202156812858012,0.306666666666667,0.0369334799740936,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"92",200,0.4,0.0247066984180085,0.00311204699171359,0.970106556595802,0.00207469799447573,0.00599788155026039,0.317284102412452,88.3442684311879,0.924288666415455,0.0554861636252,0.0202251699593446,0.306666666666667,0.0360809451013903,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"93",0.25,0.5,0.942840894895745,0.000792809751833114,0.0555734856005887,0.000792809751833114,0.786313766064497,0.589759742553586,1.21196813111268,0.993101445692166,0.00505570691968302,0.00184284738815113,0.306666666666667,0.0525260911884541,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"94",0.5,0.5,0.893705365415971,0.00153920131294113,0.103216231958147,0.00153920131294113,0.765827799655238,0.588689303395103,1.3825155792702,0.987904905959528,0.0088640674416651,0.00323102659880683,0.306666666666667,0.0497223140415698,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
